CustomerID,Recency,Frequency,Monetary,LastPurchase,R,F,M,RFM_Score,Segment,AOV,Country
15512,155,2,121.0,2011-07-07 10:20:00,2,3,1,231,Potential Loyalist,60.5,United Kingdom
15513,33,19,14758.220000000001,2011-11-06 14:36:00,3,5,5,355,Loyal,776.7484210526317,United Kingdom
15514,12,11,4023.7200000000003,2011-11-27 14:40:00,5,5,5,555,Champions,365.7927272727273,United Kingdom
15516,44,3,62.43,2011-10-26 10:51:00,3,3,1,331,Potential Loyalist,20.81,United Kingdom
15517,233,1,267.03,2011-04-20 14:02:00,1,1,2,112,Hibernating,267.03,United Kingdom
15518,64,8,1921.55,2011-10-06 13:05:00,3,5,4,354,Loyal,240.19375,United Kingdom
15520,1,1,343.5,2011-12-08 10:58:00,5,1,2,512,New Customers,343.5,United Kingdom
15521,40,8,3000.2,2011-10-30 13:42:00,3,5,5,355,Loyal,375.025,United Kingdom
15522,32,2,397.99,2011-11-07 11:26:00,4,3,2,432,Potential Loyalist,198.995,United Kingdom
15523,84,1,412.01000000000005,2011-09-16 16:29:00,2,1,2,212,Hibernating,412.01000000000005,United Kingdom
15524,24,1,440.0,2011-11-15 12:09:00,4,1,2,412,New Customers,440.0,United Kingdom
15525,2,3,734.37,2011-12-07 14:43:00,5,3,3,533,Potential Loyalist,244.79,United Kingdom
15526,33,2,148.44,2011-11-06 15:04:00,3,3,1,331,Potential Loyalist,74.22,United Kingdom
15527,18,8,2428.53,2011-11-21 12:17:00,4,5,5,455,Champions,303.56625,United Kingdom
15528,254,1,229.33,2011-03-30 16:14:00,1,1,1,111,Hibernating,229.33,United Kingdom
15529,22,11,3962.6,2011-11-17 11:29:00,4,5,5,455,Champions,360.23636363636365,United Kingdom
15530,21,4,1497.31,2011-11-18 12:25:00,4,4,4,444,Champions,374.3275,United Kingdom
15531,8,2,1972.39,2011-12-01 18:43:00,5,3,4,534,Potential Loyalist,986.195,United Kingdom
15532,25,4,1564.73,2011-11-14 14:51:00,4,4,4,444,Champions,391.1825,United Kingdom
15533,19,3,807.57,2011-11-20 15:35:00,4,3,3,433,Potential Loyalist,269.19,United Kingdom
15535,173,4,502.9,2011-06-19 16:02:00,2,4,3,243,At Risk but Loyal,125.725,United Kingdom
15537,163,1,110.92,2011-06-29 13:10:00,2,1,1,211,Hibernating,110.92,United Kingdom
15539,7,1,538.46,2011-12-02 13:36:00,5,1,3,513,New Customers,538.46,United Kingdom
15540,11,1,213.3,2011-11-28 13:51:00,5,1,1,511,New Customers,213.3,United Kingdom
15541,114,1,85.13000000000001,2011-08-17 14:58:00,2,1,1,211,Hibernating,85.13000000000001,United Kingdom
15543,288,1,127.86,2011-02-24 15:26:00,1,1,1,111,Hibernating,127.86,United Kingdom
15544,9,9,3546.71,2011-11-30 16:43:00,5,5,5,555,Champions,394.0788888888889,United Kingdom
15545,54,2,288.96999999999997,2011-10-16 13:24:00,3,3,2,332,Potential Loyalist,144.48499999999999,United Kingdom
15547,7,14,4910.6,2011-12-02 12:52:00,5,5,5,555,Champions,350.75714285714287,United Kingdom
15549,77,3,1681.46,2011-09-23 16:22:00,2,3,4,234,Potential Loyalist,560.4866666666667,United Kingdom
15550,4,4,575.63,2011-12-05 15:38:00,5,4,3,543,Champions,143.9075,United Kingdom
15551,36,1,436.06,2011-11-03 12:37:00,3,1,2,312,Potential Loyalist,436.06,United Kingdom
15552,217,1,90.12,2011-05-06 14:47:00,1,1,1,111,Hibernating,90.12,United Kingdom
15553,60,1,428.93,2011-10-10 14:02:00,3,1,2,312,Potential Loyalist,428.93,United Kingdom
15554,277,1,217.2,2011-03-07 09:00:00,1,1,1,111,Hibernating,217.2,United Kingdom
15555,12,16,4794.86,2011-11-27 16:19:00,5,5,5,555,Champions,299.67875,United Kingdom
15556,24,1,279.77,2011-11-15 16:08:00,4,1,2,412,New Customers,279.77,United Kingdom
15557,28,1,468.91,2011-11-11 12:46:00,4,1,2,412,New Customers,468.91,United Kingdom
15561,11,4,800.59,2011-11-28 11:07:00,5,4,3,543,Champions,200.1475,United Kingdom
15562,351,1,134.55,2010-12-23 09:55:00,1,1,1,111,Hibernating,134.55,United Kingdom
15563,22,4,1400.44,2011-11-17 14:50:00,4,4,4,444,Champions,350.11,United Kingdom
15565,50,2,173.16,2011-10-20 14:33:00,3,3,1,331,Potential Loyalist,86.58,United Kingdom
15567,18,1,186.01,2011-11-21 10:48:00,4,1,1,411,New Customers,186.01,United Kingdom
15568,2,3,758.29,2011-12-07 11:27:00,5,3,3,533,Potential Loyalist,252.76333333333332,United Kingdom
15569,103,5,1375.71,2011-08-28 10:15:00,2,4,4,244,At Risk but Loyal,275.142,United Kingdom
15570,7,12,4148.82,2011-12-02 14:47:00,5,5,5,555,Champions,345.73499999999996,United Kingdom
15571,11,4,650.4300000000001,2011-11-28 10:02:00,5,4,3,543,Champions,162.60750000000002,United Kingdom
15572,4,7,2533.42,2011-12-05 10:09:00,5,5,5,555,Champions,361.9171428571429,United Kingdom
15573,31,2,591.1899999999999,2011-11-08 11:38:00,4,3,3,433,Potential Loyalist,295.59499999999997,United Kingdom
15574,177,4,675.64,2011-06-15 12:01:00,2,4,3,243,At Risk but Loyal,168.91,United Kingdom
15576,37,1,921.37,2011-11-02 12:03:00,3,1,3,313,Potential Loyalist,921.37,United Kingdom
15577,151,3,258.88,2011-07-11 17:03:00,2,3,2,232,Potential Loyalist,86.29333333333334,United Kingdom
15578,162,1,127.1,2011-06-30 13:03:00,2,1,1,211,Hibernating,127.1,United Kingdom
15579,68,2,327.6,2011-10-02 12:45:00,3,3,2,332,Potential Loyalist,163.8,United Kingdom
15581,120,13,3675.77,2011-08-11 09:38:00,2,5,5,255,At Risk but Loyal,282.7515384615385,United Kingdom
15582,24,3,682.9100000000001,2011-11-15 09:55:00,4,3,3,433,Potential Loyalist,227.63666666666668,United Kingdom
15584,23,4,720.86,2011-11-16 10:55:00,4,4,3,443,Champions,180.215,United Kingdom
15585,176,1,455.3,2011-06-16 08:38:00,2,1,2,212,Hibernating,455.3,United Kingdom
15587,50,4,913.6800000000001,2011-10-20 13:37:00,3,4,3,343,Loyal,228.42000000000002,United Kingdom
15589,255,3,478.53000000000003,2011-03-29 09:54:00,1,3,2,132,Potential Loyalist,159.51000000000002,United Kingdom
15592,46,1,388.58,2011-10-24 08:59:00,3,1,2,312,Potential Loyalist,388.58,United Kingdom
15593,70,1,199.8,2011-09-30 11:46:00,3,1,1,311,Potential Loyalist,199.8,United Kingdom
15594,15,5,1771.78,2011-11-24 08:53:00,4,4,4,444,Champions,354.356,United Kingdom
15596,100,5,1406.59,2011-08-31 10:55:00,2,4,4,244,At Risk but Loyal,281.318,United Kingdom
15597,35,1,324.57,2011-11-04 13:26:00,3,1,2,312,Potential Loyalist,324.57,United Kingdom
15598,53,1,240.68,2011-10-17 16:04:00,3,1,1,311,Potential Loyalist,240.68,United Kingdom
15599,26,2,761.74,2011-11-13 11:44:00,4,3,3,433,Potential Loyalist,380.87,United Kingdom
15601,11,14,6776.56,2011-11-28 15:15:00,5,5,5,555,Champions,484.04,United Kingdom
15602,8,9,1297.8700000000001,2011-12-01 14:14:00,5,5,4,554,Champions,144.20777777777778,United Kingdom
15603,78,1,48.480000000000004,2011-09-22 10:04:00,2,1,1,211,Hibernating,48.480000000000004,United Kingdom
15604,52,1,216.39,2011-10-18 14:47:00,3,1,1,311,Potential Loyalist,216.39,United Kingdom
15605,36,5,1198.23,2011-11-03 14:17:00,3,4,4,344,Loyal,239.64600000000002,United Kingdom
15606,61,9,2920.16,2011-10-09 15:47:00,3,5,5,355,Loyal,324.4622222222222,United Kingdom
15607,336,1,104.76,2011-01-07 12:44:00,1,1,1,111,Hibernating,104.76,United Kingdom
15608,28,4,1093.68,2011-11-11 13:20:00,4,4,4,444,Champions,273.42,United Kingdom
15609,184,1,298.48,2011-06-08 13:00:00,1,1,2,112,Hibernating,298.48,United Kingdom
15610,51,1,112.46000000000001,2011-10-19 10:36:00,3,1,1,311,Potential Loyalist,112.46000000000001,United Kingdom
15611,9,13,1591.45,2011-11-30 12:36:00,5,5,4,554,Champions,122.41923076923078,United Kingdom
15612,36,2,195.15,2011-11-03 14:52:00,3,3,1,331,Potential Loyalist,97.575,United Kingdom
15615,10,23,10399.74,2011-11-29 14:42:00,5,5,5,555,Champions,452.1626086956522,United Kingdom
15618,32,4,776.851,2011-11-07 08:34:00,4,4,3,443,Champions,194.21275,United Kingdom
15619,10,1,336.40000000000003,2011-11-29 08:14:00,5,1,2,512,New Customers,336.40000000000003,United Kingdom
15620,56,3,1553.18,2011-10-14 12:41:00,3,3,4,334,Potential Loyalist,517.7266666666667,United Kingdom
15621,4,4,1293.03,2011-12-05 14:01:00,5,4,4,544,Champions,323.2575,United Kingdom
15622,43,9,3709.56,2011-10-27 16:44:00,3,5,5,355,Loyal,412.17333333333335,United Kingdom
15623,141,1,301.03,2011-07-21 17:26:00,2,1,2,212,Hibernating,301.03,United Kingdom
15624,116,4,588.13,2011-08-15 11:38:00,2,4,3,243,At Risk but Loyal,147.0325,United Kingdom
15625,103,4,1534.26,2011-08-28 10:21:00,2,4,4,244,At Risk but Loyal,383.565,United Kingdom
15626,74,2,675.8,2011-09-26 10:03:00,2,3,3,233,Potential Loyalist,337.9,United Kingdom
15628,4,9,2870.2400000000002,2011-12-05 10:24:00,5,5,5,555,Champions,318.91555555555556,United Kingdom
15630,45,2,1186.35,2011-10-25 15:36:00,3,3,4,334,Potential Loyalist,593.175,United Kingdom
15632,15,8,3285.31,2011-11-24 09:51:00,4,5,5,455,Champions,410.66375,United Kingdom
15634,17,1,243.55,2011-11-22 16:28:00,4,1,1,411,New Customers,243.55,United Kingdom
15636,89,2,724.76,2011-09-11 11:17:00,2,3,3,233,Potential Loyalist,362.38,United Kingdom
15637,52,1,223.36,2011-10-18 08:28:00,3,1,1,311,Potential Loyalist,223.36,United Kingdom
15639,134,1,425.32,2011-07-28 14:30:00,2,1,2,212,Hibernating,425.32,United Kingdom
15640,4,15,12416.11,2011-12-05 14:35:00,5,5,5,555,Champions,827.7406666666667,United Kingdom
15641,105,4,1887.2,2011-08-26 14:04:00,2,4,4,244,At Risk but Loyal,471.8,United Kingdom
15643,191,3,664.0,2011-06-01 07:38:00,1,3,3,133,Potential Loyalist,221.33333333333334,United Kingdom
15644,166,4,803.54,2011-06-26 14:54:00,2,4,3,243,At Risk but Loyal,200.885,United Kingdom
15645,18,1,612.01,2011-11-21 11:55:00,4,1,3,413,New Customers,612.01,United Kingdom
15646,157,3,447.64000000000004,2011-07-05 09:53:00,2,3,2,232,Potential Loyalist,149.21333333333334,United Kingdom
15648,204,2,639.5,2011-05-19 15:53:00,1,3,3,133,Potential Loyalist,319.75,United Kingdom
15649,336,2,816.0,2011-01-07 13:34:00,1,3,3,133,Potential Loyalist,408.0,United Kingdom
15651,36,3,646.3,2011-11-03 08:41:00,3,3,3,333,Potential Loyalist,215.4333333333333,United Kingdom
15652,91,1,337.74,2011-09-09 14:22:00,2,1,2,212,Hibernating,337.74,United Kingdom
15653,92,2,877.4399999999999,2011-09-08 10:49:00,2,3,3,233,Potential Loyalist,438.71999999999997,United Kingdom
15654,9,2,922.53,2011-11-30 13:08:00,5,3,3,533,Potential Loyalist,461.265,United Kingdom
15655,243,1,560.67,2011-04-10 15:25:00,1,1,3,113,Hibernating,560.67,United Kingdom
15656,45,4,748.5,2011-10-25 14:56:00,3,4,3,343,Loyal,187.125,United Kingdom
15657,22,1,30.0,2011-11-17 12:19:00,4,1,1,411,New Customers,30.0,United Kingdom
15658,190,5,1024.1000000000001,2011-06-02 15:22:00,1,4,4,144,At Risk but Loyal,204.82000000000002,United Kingdom
15659,43,1,306.45,2011-10-27 09:23:00,3,1,2,312,Potential Loyalist,306.45,United Kingdom
15660,25,9,1600.86,2011-11-14 16:58:00,4,5,4,454,Champions,177.87333333333333,United Kingdom
15661,317,2,309.8,2011-01-26 13:56:00,1,3,2,132,Potential Loyalist,154.9,United Kingdom
15663,106,1,138.14,2011-08-25 15:50:00,2,1,1,211,Hibernating,138.14,United Kingdom
15664,50,1,386.43,2011-10-20 10:57:00,3,1,2,312,Potential Loyalist,386.43,United Kingdom
15665,168,2,2222.21,2011-06-24 14:57:00,2,3,5,235,Potential Loyalist,1111.105,United Kingdom
15667,39,1,301.32,2011-10-31 10:56:00,3,1,2,312,Potential Loyalist,301.32,United Kingdom
15668,217,1,76.32000000000001,2011-05-06 10:39:00,1,1,1,111,Hibernating,76.32000000000001,United Kingdom
15669,40,4,684.34,2011-10-30 16:03:00,3,4,3,343,Loyal,171.085,United Kingdom
15670,296,1,173.05,2011-02-16 10:50:00,1,1,1,111,Hibernating,173.05,United Kingdom
15671,18,7,2657.13,2011-11-21 12:43:00,4,5,5,455,Champions,379.59000000000003,United Kingdom
15673,88,4,2726.23,2011-09-12 16:12:00,2,4,5,245,At Risk but Loyal,681.5575,United Kingdom
15674,73,5,2446.6,2011-09-27 15:17:00,2,4,5,245,At Risk but Loyal,489.32,United Kingdom
15675,81,3,323.69,2011-09-19 13:48:00,2,3,2,232,Potential Loyalist,107.89666666666666,United Kingdom
15676,18,3,3435.76,2011-11-21 12:40:00,4,3,5,435,Potential Loyalist,1145.2533333333333,United Kingdom
15677,49,1,657.23,2011-10-21 15:36:00,3,1,3,313,Potential Loyalist,657.23,United Kingdom
15678,52,1,352.7,2011-10-18 09:25:00,3,1,2,312,Potential Loyalist,352.7,United Kingdom
15679,24,4,781.28,2011-11-15 16:19:00,4,4,3,443,Champions,195.32,United Kingdom
15680,9,3,1333.68,2011-11-30 13:46:00,5,3,4,534,Potential Loyalist,444.56,United Kingdom
15681,25,5,1426.16,2011-11-14 16:30:00,4,4,4,444,Champions,285.232,United Kingdom
15683,117,1,193.75,2011-08-14 12:56:00,2,1,1,211,Hibernating,193.75,United Kingdom
15687,8,9,2993.1,2011-12-01 08:33:00,5,5,5,555,Champions,332.56666666666666,United Kingdom
15689,119,2,254.1,2011-08-12 09:37:00,2,3,2,232,Potential Loyalist,127.05,United Kingdom
15690,4,2,239.76,2011-12-05 15:59:00,5,3,1,531,Potential Loyalist,119.88,United Kingdom
15691,252,1,136.8,2011-04-01 15:13:00,1,1,1,111,Hibernating,136.8,United Kingdom
15692,28,1,191.04,2011-11-11 14:12:00,4,1,1,411,New Customers,191.04,United Kingdom
15694,0,14,6479.4,2011-12-09 09:44:00,5,5,5,555,Champions,462.8142857142857,United Kingdom
15695,266,2,409.98,2011-03-18 08:32:00,1,3,2,132,Potential Loyalist,204.99,United Kingdom
15696,33,8,2711.11,2011-11-06 14:02:00,3,5,5,355,Loyal,338.88875,United Kingdom
15699,17,1,309.65,2011-11-22 08:26:00,4,1,2,412,New Customers,309.65,United Kingdom
15700,172,2,696.68,2011-06-20 16:53:00,2,3,3,233,Potential Loyalist,348.34,United Kingdom
15701,2,4,1529.0,2011-12-07 14:39:00,5,4,4,544,Champions,382.25,United Kingdom
15703,264,1,211.5,2011-03-20 10:51:00,1,1,1,111,Hibernating,211.5,United Kingdom
15704,140,4,2293.62,2011-07-22 13:35:00,2,4,5,245,At Risk but Loyal,573.405,United Kingdom
15705,201,1,143.1,2011-05-22 15:37:00,1,1,1,111,Hibernating,143.1,United Kingdom
15706,63,4,1060.56,2011-10-07 10:09:00,3,4,4,344,Loyal,265.14,United Kingdom
15707,35,4,916.98,2011-11-04 14:35:00,3,4,3,343,Loyal,229.245,United Kingdom
15708,40,7,3235.25,2011-10-30 10:54:00,3,5,5,355,Loyal,462.17857142857144,United Kingdom
15709,283,1,133.25,2011-03-01 10:38:00,1,1,1,111,Hibernating,133.25,United Kingdom
15712,9,5,1072.3600000000001,2011-11-30 14:09:00,5,4,4,544,Champions,214.47200000000004,United Kingdom
15713,143,2,356.7,2011-07-19 13:34:00,2,3,2,232,Potential Loyalist,178.35,United Kingdom
15714,11,2,330.03000000000003,2011-11-28 11:26:00,5,3,2,532,Potential Loyalist,165.01500000000001,United Kingdom
15716,145,4,1101.1100000000001,2011-07-17 11:59:00,2,4,4,244,At Risk but Loyal,275.27750000000003,United Kingdom
15717,234,1,150.3,2011-04-19 13:21:00,1,1,1,111,Hibernating,150.3,United Kingdom
15719,32,13,5030.07,2011-11-07 12:29:00,4,5,5,455,Champions,386.92846153846153,United Kingdom
15720,24,1,598.73,2011-11-15 14:48:00,4,1,3,413,New Customers,598.73,United Kingdom
15721,11,1,471.40000000000003,2011-11-28 12:14:00,5,1,2,512,New Customers,471.40000000000003,United Kingdom
15722,35,5,2211.21,2011-11-04 11:43:00,3,4,5,345,Loyal,442.242,United Kingdom
15723,364,1,190.7,2010-12-10 11:12:00,1,1,1,111,Hibernating,190.7,United Kingdom
15724,201,2,218.25,2011-05-22 14:40:00,1,3,1,131,Potential Loyalist,109.125,United Kingdom
15725,15,1,415.25,2011-11-24 14:51:00,4,1,2,412,New Customers,415.25,United Kingdom
15727,16,7,5159.06,2011-11-23 12:36:00,4,5,5,455,Champions,737.0085714285715,United Kingdom
15729,212,1,85.0,2011-05-11 12:36:00,1,1,1,111,Hibernating,85.0,United Kingdom
15730,65,3,1120.88,2011-10-05 12:31:00,3,3,4,334,Potential Loyalist,373.6266666666667,United Kingdom
15732,212,2,294.12,2011-05-11 14:24:00,1,3,2,132,Potential Loyalist,147.06,United Kingdom
15733,282,1,162.3,2011-03-02 09:05:00,1,1,1,111,Hibernating,162.3,United Kingdom
15734,114,2,1339.45,2011-08-17 10:50:00,2,3,4,234,Potential Loyalist,669.725,United Kingdom
15737,14,8,1188.1200000000001,2011-11-25 11:21:00,4,5,4,454,Champions,148.51500000000001,United Kingdom
15738,18,16,4812.42,2011-11-21 08:26:00,4,5,5,455,Champions,300.77625,United Kingdom
15739,66,1,449.12,2011-10-04 13:42:00,3,1,2,312,Potential Loyalist,449.12,United Kingdom
15740,49,1,154.88,2011-10-21 14:29:00,3,1,1,311,Potential Loyalist,154.88,United Kingdom
15743,16,4,775.96,2011-11-23 17:19:00,4,4,3,443,Champions,193.99,United Kingdom
15744,77,1,34.8,2011-09-23 09:52:00,2,1,1,211,Hibernating,34.8,United Kingdom
15745,19,4,1094.59,2011-11-20 13:45:00,4,4,4,444,Champions,273.6475,United Kingdom
15746,134,1,196.88,2011-07-28 15:21:00,2,1,1,211,Hibernating,196.88,United Kingdom
15747,12,3,946.64,2011-11-27 12:26:00,5,3,4,534,Potential Loyalist,315.5466666666667,United Kingdom
15748,40,1,144.36,2011-10-30 12:51:00,3,1,1,311,Potential Loyalist,144.36,United Kingdom
15749,235,3,44534.3,2011-04-18 13:20:00,1,3,5,135,Potential Loyalist,14844.766666666668,United Kingdom
15750,2,8,2463.05,2011-12-07 12:34:00,5,5,5,555,Champions,307.88125,United Kingdom
15752,39,7,2626.6,2011-10-31 11:37:00,3,5,5,355,Loyal,375.2285714285714,United Kingdom
15753,304,1,79.2,2011-02-08 12:41:00,1,1,1,111,Hibernating,79.2,United Kingdom
15754,51,3,458.57,2011-10-19 14:40:00,3,3,2,332,Potential Loyalist,152.85666666666665,United Kingdom
15755,10,6,2364.25,2011-11-29 14:57:00,5,5,5,555,Champions,394.0416666666667,United Kingdom
15756,61,4,528.01,2011-10-09 13:30:00,3,4,3,343,Loyal,132.0025,United Kingdom
15757,65,2,714.42,2011-10-05 12:14:00,3,3,3,333,Potential Loyalist,357.21,United Kingdom
15758,24,1,205.25,2011-11-15 10:48:00,4,2,1,421,New Customers,205.25,United Kingdom
15759,218,3,253.04,2011-05-05 15:13:00,1,3,2,132,Potential Loyalist,84.34666666666666,United Kingdom
15762,65,2,583.75,2011-10-05 16:15:00,3,3,3,333,Potential Loyalist,291.875,United Kingdom
15763,31,2,1086.92,2011-11-08 09:44:00,4,3,4,434,Potential Loyalist,543.46,United Kingdom
15764,88,6,3279.97,2011-09-12 17:58:00,2,5,5,255,At Risk but Loyal,546.6616666666666,United Kingdom
15766,64,1,315.06,2011-10-06 17:03:00,3,2,2,322,Potential Loyalist,315.06,United Kingdom
15768,115,3,621.8299999999999,2011-08-16 10:48:00,2,4,3,243,At Risk but Loyal,207.27666666666664,United Kingdom
15769,7,26,56252.72,2011-12-02 13:52:00,5,5,5,555,Champions,2163.566153846154,United Kingdom
15773,5,1,635.6800000000001,2011-12-04 12:48:00,5,2,3,523,New Customers,635.6800000000001,United Kingdom
15774,68,1,270.8,2011-10-02 12:04:00,3,2,2,322,Potential Loyalist,270.8,United Kingdom
15775,245,1,104.9,2011-04-08 12:56:00,1,2,1,121,Hibernating,104.9,United Kingdom
15776,133,1,241.62,2011-07-29 13:46:00,2,2,1,221,Hibernating,241.62,United Kingdom
15777,241,4,1047.11,2011-04-12 16:43:00,1,4,4,144,At Risk but Loyal,261.7775,United Kingdom
15780,183,3,475.28000000000003,2011-06-09 12:01:00,1,4,2,142,At Risk but Loyal,158.42666666666668,United Kingdom
15781,25,3,345.46,2011-11-14 14:57:00,4,4,2,442,Champions,115.15333333333332,United Kingdom
15782,9,3,2614.7400000000002,2011-11-30 10:49:00,5,4,5,545,Champions,871.58,United Kingdom
15783,10,1,246.3,2011-11-29 09:50:00,5,2,1,521,New Customers,246.3,United Kingdom
15785,32,5,2328.9700000000003,2011-11-07 11:33:00,4,4,5,445,Champions,465.79400000000004,United Kingdom
15786,46,3,4919.0,2011-10-24 14:13:00,3,4,5,345,Loyal,1639.6666666666667,United Kingdom
15787,26,3,933.26,2011-11-13 14:55:00,4,4,3,443,Champions,311.08666666666664,United Kingdom
15789,358,1,351.3,2010-12-16 14:35:00,1,2,2,122,Hibernating,351.3,United Kingdom
15790,10,1,218.75,2011-11-29 14:53:00,5,2,1,521,New Customers,218.75,United Kingdom
15791,43,2,1612.69,2011-10-27 10:14:00,3,3,4,334,Potential Loyalist,806.345,United Kingdom
15793,14,3,965.61,2011-11-25 09:31:00,4,4,4,444,Champions,321.87,United Kingdom
15795,149,1,610.01,2011-07-13 10:43:00,2,2,3,223,Hibernating,610.01,United Kingdom
15796,1,8,2708.61,2011-12-08 19:55:00,5,5,5,555,Champions,338.57625,United Kingdom
15797,113,4,2207.4,2011-08-18 17:04:00,2,4,5,245,At Risk but Loyal,551.85,United Kingdom
15799,75,3,884.14,2011-09-25 12:46:00,2,4,3,243,At Risk but Loyal,294.7133333333333,United Kingdom
15800,107,2,696.89,2011-08-24 14:23:00,2,3,3,233,Potential Loyalist,348.445,United Kingdom
15801,46,3,1063.95,2011-10-24 13:52:00,3,4,4,344,Loyal,354.65000000000003,United Kingdom
15802,142,1,451.42,2011-07-20 11:38:00,2,2,2,222,Hibernating,451.42,United Kingdom
15803,51,1,415.82000000000005,2011-10-19 14:56:00,3,2,2,322,Potential Loyalist,415.82000000000005,United Kingdom
15804,0,13,4206.39,2011-12-09 12:31:00,5,5,5,555,Champions,323.5684615384616,United Kingdom
15805,23,17,5488.18,2011-11-16 16:32:00,4,5,5,455,Champions,322.83411764705886,United Kingdom
15806,46,3,784.58,2011-10-24 14:35:00,3,4,3,343,Loyal,261.5266666666667,United Kingdom
15807,50,3,903.9,2011-10-20 14:10:00,3,4,3,343,Loyal,301.3,United Kingdom
15808,306,4,3651.27,2011-02-06 14:33:00,1,4,5,145,At Risk but Loyal,912.8175,United Kingdom
15809,36,5,515.77,2011-11-03 16:40:00,3,4,3,343,Loyal,103.154,United Kingdom
15810,78,4,1391.98,2011-09-22 09:38:00,2,4,4,244,At Risk but Loyal,347.995,United Kingdom
15811,22,6,2218.62,2011-11-17 15:31:00,4,5,5,455,Champions,369.77,United Kingdom
15812,107,5,1801.14,2011-08-24 14:19:00,2,4,4,244,At Risk but Loyal,360.228,United Kingdom
15813,207,2,1303.9099999999999,2011-05-16 08:13:00,1,3,4,134,Potential Loyalist,651.9549999999999,United Kingdom
15814,16,4,1945.33,2011-11-23 08:17:00,4,4,4,444,Champions,486.3325,United Kingdom
15815,63,5,2100.6,2011-10-07 12:42:00,3,4,5,345,Loyal,420.12,United Kingdom
15819,49,4,1905.45,2011-10-21 14:50:00,3,4,4,344,Loyal,476.3625,United Kingdom
15820,319,1,206.98,2011-01-24 12:00:00,1,2,1,121,Hibernating,206.98,United Kingdom
15821,44,2,570.96,2011-10-26 15:48:00,3,3,3,333,Potential Loyalist,285.48,United Kingdom
15822,3,2,885.47,2011-12-06 14:50:00,5,3,3,533,Potential Loyalist,442.735,United Kingdom
15823,372,1,15.0,2010-12-02 15:08:00,1,2,1,121,Hibernating,15.0,United Kingdom
15825,172,1,532.94,2011-06-20 13:27:00,2,2,3,223,Hibernating,532.94,United Kingdom
15826,56,3,1654.31,2011-10-14 16:05:00,3,4,4,344,Loyal,551.4366666666666,United Kingdom
15827,73,14,1836.0900000000001,2011-09-27 15:35:00,2,5,4,254,At Risk but Loyal,131.14928571428572,United Kingdom
15829,99,2,636.14,2011-09-01 16:45:00,2,3,3,233,Potential Loyalist,318.07,United Kingdom
15830,37,1,576.0,2011-11-02 10:40:00,3,2,3,323,Potential Loyalist,576.0,United Kingdom
15831,58,3,794.64,2011-10-12 13:14:00,3,4,3,343,Loyal,264.88,United Kingdom
15832,254,1,836.79,2011-03-30 15:29:00,1,2,3,123,Hibernating,836.79,United Kingdom
15834,70,4,2225.15,2011-09-30 14:41:00,3,4,5,345,Loyal,556.2875,United Kingdom
15835,44,4,954.09,2011-10-26 15:47:00,3,4,4,344,Loyal,238.5225,United Kingdom
15836,50,1,137.37,2011-10-20 17:13:00,3,2,1,321,Potential Loyalist,137.37,United Kingdom
15837,64,1,391.98,2011-10-06 09:01:00,3,2,2,322,Potential Loyalist,391.98,United Kingdom
15838,11,19,33643.08,2011-11-28 14:00:00,5,5,5,555,Champions,1770.6884210526316,United Kingdom
15839,33,3,1048.49,2011-11-06 13:54:00,3,4,4,344,Loyal,349.49666666666667,United Kingdom
15840,58,2,355.56,2011-10-12 09:08:00,3,3,2,332,Potential Loyalist,177.78,United Kingdom
15841,72,4,1224.06,2011-09-28 12:15:00,2,4,4,244,At Risk but Loyal,306.015,United Kingdom
15843,303,1,118.95000000000002,2011-02-09 10:19:00,1,2,1,121,Hibernating,118.95000000000002,United Kingdom
15844,46,1,130.73999999999998,2011-10-24 15:19:00,3,2,1,321,Potential Loyalist,130.73999999999998,United Kingdom
15845,17,8,3711.77,2011-11-22 09:42:00,4,5,5,455,Champions,463.97125,United Kingdom
15847,38,2,389.27,2011-11-01 14:41:00,3,3,2,332,Potential Loyalist,194.635,United Kingdom
15850,19,2,234.88,2011-11-20 14:14:00,4,3,1,431,Potential Loyalist,117.44,United Kingdom
15852,186,2,160.71,2011-06-06 11:22:00,1,3,1,131,Potential Loyalist,80.355,United Kingdom
15853,51,1,110.8,2011-10-19 10:38:00,3,2,1,321,Potential Loyalist,110.8,United Kingdom
15854,4,12,2969.12,2011-12-05 13:39:00,5,5,5,555,Champions,247.42666666666665,United Kingdom
15855,136,5,712.24,2011-07-26 10:20:00,2,4,3,243,At Risk but Loyal,142.448,United Kingdom
15856,4,27,16143.64,2011-12-05 17:09:00,5,5,5,555,Champions,597.9125925925925,United Kingdom
15857,18,1,297.0,2011-11-21 12:18:00,4,2,2,422,New Customers,297.0,United Kingdom
15858,15,5,1427.57,2011-11-24 12:48:00,4,4,4,444,Champions,285.514,United Kingdom
15860,40,8,965.16,2011-10-30 11:25:00,3,5,4,354,Loyal,120.645,United Kingdom
15861,12,8,3146.92,2011-11-27 15:59:00,5,5,5,555,Champions,393.365,United Kingdom
15862,8,4,832.88,2011-12-01 13:28:00,5,4,3,543,Champions,208.22,United Kingdom
15863,25,2,68.84,2011-11-14 12:49:00,4,3,1,431,Potential Loyalist,34.42,United Kingdom
15864,22,6,1936.3200000000002,2011-11-17 13:32:00,4,5,4,454,Champions,322.72,United Kingdom
